id,text_label,text,label,prediction
5071.json,half-true,Says he lived up to a 2008 promise when he closed corporate tax loopholes that were sending profits overseas.,1,0
7256.json,mostly-true,"The United States has an immigration system where only 6.5 percent of people who come here, come here based on labor and skill.",1,0
2815.json,TRUE,We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So weve taken 5 percent away from the private sector.,1,0
9528.json,half-true,The Export-Import Bank doesnt cost taxpayers anything.,1,0
4322.json,FALSE,Says Gov. Rick Scott is spending a quarter of a million of our tax dollars to robocall people.,0,0
6834.json,half-true,Obama says hes put forward a specific $4 trillion deficit reduction plan.,1,0
11171.json,barely-true,"On allowing abortion in cases of rape or incest, I have never said that or advocated that.",0,0
7977.json,TRUE,"In South Florida, weve had nine inches of sea-level rise since the 1920s.",1,0
1427.json,mostly-true,"Inequality in Texas is steadily getting worse, with very few rich people, a great many poor people, and fewer and fewer in the middle.",1,0
6234.json,TRUE,Says Mitt Romney has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.,1,0
999.json,TRUE,Washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu.,1,0
72.json,mostly-true,"Half of all personal bankruptcies in America ""are caused by medical bills.""",1,0
10211.json,TRUE,The president of the United States came in the Tuesday before the election in a ward that went 99% for him in the last election and they couldnt even (increase) the vote there.,1,0
11997.json,barely-true,"Spending on welfare, on prisons, and education, all of those have dropped by hundreds of millions of dollars because of Arizonas immigration laws that drove outundocumented immigrants.",0,0
7501.json,barely-true,"Over the last 20 years, the world has changed. It used to be that one could make a career out of working for one company. Today, the average worker stays at his or her job for barely four years.",0,0
5687.json,FALSE,We gave every public employee in the state the freedom to choose whether or not they want to be in a union.,0,0
8699.json,barely-true,Scott Walker raises nearly 70 percent of his money from out of state,0,0
11676.json,barely-true,David Simpson actually voted for drivers licenses for illegal immigrants.,0,0
5174.json,FALSE,Saysproposal to boostteacherpension fundputs no mandate on local government.,0,0
13232.json,FALSE,"Says after Hillary Clinton helped a man accused of raping a 12-year-old, shes seen laughing on two separate occasions, laughing at the girl who was raped.",0,0
5926.json,FALSE,Says Gov. Scott Walker said no to equal pay for equal work for women.,0,0
2108.json,half-true,Says Bill Whites program to bring dropouts back to school was so successful that almost every city in our state has replicated it.,1,0
6904.json,barely-true,We werent told they wanted more security for diplomatic facilities in Libya.,0,0
9325.json,FALSE,Says Hillary Clinton spent 30 days in the hospital in 2012 and appeared wearing glasses that are only for people who have traumatic brain injury.,0,0
3902.json,mostly-true,"When I became president and CEO of Godfathers Pizza, it was supposed to go bankrupt . . . We turned it around with common-sense business principles.",1,0
11765.json,barely-true,"In Houston, Texas, today, there are no homeless veterans.",0,0
4736.json,FALSE,Says the City of Portland alone has 84 public relation representatives on payroll which cost taxpayers over $6.2 million (a year).,0,0
4845.json,half-true,"Since Obama took office, a net of 540,000 additional black Americans Obamas strongest supporters have lost their jobs.",1,0
2314.json,barely-true,Charlie Crists personal approval numbers are plummeting.,0,0
4178.json,mostly-true,Most countries have no debt ceiling.,1,0
13112.json,half-true,"My opponent was on both the city of Chicago payroll and the state of Illinois payroll simultaneously, taking full salary, funding her full pension benefits both as a city worker and as a state worker for 10 years.",1,0
9830.json,mostly-true,Says he holds the record for most appearances on Meet the Press.,1,0
10308.json,FALSE,Says Saddam Hussein had a 10-year relationship with al-Qaida.,0,0
7622.json,barely-true,Congresswoman Frederica Wilson successfully postpones closure of the North Perry airport tower.,0,0
7561.json,barely-true,"Every day, about 100 people will be arrested for possession of marijuana in Georgia.",0,0
7212.json,half-true,"Says that according to many reports and even our own data, the state of Texas spent more through Medicaid on orthodontia than all other states combined.",1,0
13255.json,barely-true,"Just like Hillary Clinton, Russ Feingold had a run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation -- while plotting another run for U.S. Senate.",0,0
3396.json,TRUE,We know that every 85 visitors create one Florida job.,1,0
12384.json,mostly-true,"Since 2009, after-tax incomes are up nearly 14 percent.",1,0
12054.json,TRUE,"We understand that this heroin is primarily coming from Mexico, over the border.",1,0
9078.json,TRUE,Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.,1,0
8738.json,pants-fire,Says the media created the term polar vortex and the cold air proves the ice isnt melting.,0,0
6254.json,FALSE,"New Jersey today has fewer employees in state government than it had when Christie Whitman left office in January of 2001, and I think thats good. And we did it without any layoffs. We did it through attrition.",0,0
4419.json,TRUE,"Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled. In fact, Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined.",1,0
2729.json,half-true,"Before we even passed health care, 4 millions kids got health insurance that didnt have it before, through the Childrens Health Insurance Program.",1,0
11293.json,mostly-true,"The top man at Yale Law School came out ... with just a raging report about former HP CEO Carly Fiorina,saying she isone of the worst executives in his memory in history running the company.",1,0
9058.json,FALSE,The American slave trade caused 5 million deaths or more.,0,0
1425.json,barely-true,"Last week, the Supreme Court reversed a century of law that I believe will open the floodgates for special interests including foreign corporations to spend without limit in our elections.",0,0
3409.json,mostly-true,Says Texas colleges and universities may opt to allow guns on campuses.,1,0
12467.json,half-true,The vast majority of minimum wage workers get a raise within a year.,1,0
1358.json,FALSE,"I'm predicting (the Saints) will go not only undefeated, but all the way through the Super Bowl -- something that's never been done before.",0,0
7922.json,TRUE,"We have one of the most expensive General Assemblies, per capita, in the entire country.",1,0
1634.json,TRUE,"Since that famous day in February where the governor campaigned with Barack Obama on behalf of the stimulus program, 211,000 Floridians have lost their jobs.",1,0
192.json,half-true,"Barack Obama's health care plan ""would leave 15 million Americans out.""",1,0
7554.json,mostly-true,"Says of 80,000 people who were denied a firearm in 2012 due to a failed background check, only 44 were prosecuted.",1,0
2084.json,barely-true,The health care numbers are going up.,0,0
6968.json,TRUE,While I was mayor of the city of Providence we had the lowest crime rate in 30 years.,1,0
13365.json,half-true,Weve spent $6 trillion on the wars in the Middle East.,1,0
7734.json,half-true,Says proponents of a bond package for the Austin school district say the district has the second-lowest bond tax rate among the Central Texas area school districts.,1,0
9392.json,half-true,"400,000 Oregonians have gained access to health care through the Affordable Care Act.",1,0
10050.json,FALSE,"20,000 Kansans lost their health insurance because of (Obamacare).",0,0
1850.json,FALSE,"Once the U.S. government signs a U.N. treaty on conventional arms, ""all U.S. citizens will be subject to those gun laws created by foreign governments.""",0,0
678.json,half-true,"Drilling in ANWR would have minimal impact, covering only ""2,000 out of 20-million acres.""",1,0
8280.json,pants-fire,Warren Buffett recently said Scrap Obamacare and Start All Over.,0,0
5102.json,barely-true,"When Georgia tightened its voter identification laws, the state sent a van and photographer to the homes of people who needed photo IDs and made them for free.",0,0
9905.json,mostly-true,"Over 40 of our 100 (House of) Delegates seats go uncontested every year, and over 40 percent of our state senate seats go uncontested every year.",1,0
10137.json,barely-true,Says Jeanne Shaheen voted to pave the way for a new national energy tax.,0,0
8424.json,FALSE,"Since Obamacare became law, most of our new jobs have been part-time jobs.",0,0
3170.json,mostly-true,"Says that in Ohio right now, you could be 8 months pregnant and have an abortion for no reason.",1,0
1483.json,FALSE,We have killed lots of innocent people in the state of Texas.,0,0
1202.json,TRUE,"In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.",1,0
7533.json,pants-fire,"Of every three dollars in food stamps for the needy, seven dollars in salaries and pensions (go to) the bureaucrats who are supposed to be taking care of the poor.",0,0
4690.json,pants-fire,"Former Alaska Governor Sarah Palin was right that President Barack Obamas health care bill created what would, in effect, be death panels.",0,0
1959.json,pants-fire,Bill McCollum has accepted thousands from lobbyists for Planned Parenthood.,0,0
2219.json,pants-fire,"Cap and trade legislation that Zack Space supported would cost the average household approximately $1,761 per year in increased energy rates.",0,0
13445.json,FALSE,The Declaration of Independence was written on paper made out of hemp.,0,0
10096.json,FALSE,Jason Carters plan: increase spending by $12.5 billion.,0,0
2713.json,FALSE,"Dan Seals has been running for office since before there were, like, iPods.",0,0
10647.json,half-true,Whales live as long at SeaWorld as they do in the wild.,1,0
6148.json,barely-true,Women earn only 77 cents for every dollar earned by men in the same position.,0,0
7681.json,FALSE,The Miami Dolphins are the only NFL team in the entire nation that pays property taxes.,0,0
5378.json,pants-fire,Says Texas legislators in 2011 increased state spending on education.,0,0
2377.json,half-true,"While many of his colleagues turned down a $2,500 pay raise ... (Jeff) Plale pocketed the extra money.",1,0
1421.json,TRUE,U.S. Sen. Kay Bailey Hutchison has voted nine separate times to raise the national debt ceiling.,1,0
8537.json,TRUE,Things went wrong with the Medicare prescription D plan that George Bush rolled out.,1,0
13009.json,TRUE,Child care costs in some states now exceed the average price tag for college tuition.,1,0
9511.json,half-true,U.S. Senate candidate Michelle Nunn has avoided taking a stand on Obamacare.,1,0
11192.json,barely-true,There is debate among constitutional scholars about whether the First Amendment will continue to protect faith leaders from being forced to perform marriages against their religious beliefs.,0,0
3416.json,mostly-true,"Last year, American oil production reached its highest level since 2003.",1,0
11686.json,barely-true,The head of the FBI has told Congress they cannot vet those (Syrian) refugees.,0,0
4467.json,FALSE,[Eighty-five percent] of the funds collected in each county will be redistributed elsewhere -- not spent in the county in which it is collected.,0,0
12175.json,half-true,Weve rebuilt China.,1,0
4574.json,FALSE,Say the ratio of CEO pay to average worker pay in the U.S. is 475 to 1.,0,0
11241.json,half-true,"In the year 2013, the Obama administration released 104,000 criminal illegal aliens. They released 196 murderers people with homicide convictions, who are here illegally.",1,0
11776.json,FALSE,"More than 100,000 women in Texas have attempted to self-induce abortion in the past year alone.",0,0
11940.json,mostly-true,"Says Missouri families earning power is about $5,000 less today than it was at the turn of the century.",1,0
9529.json,FALSE,The platform of the Republican Party says deport everybody and to hell with it.,0,0
13140.json,mostly-true,Says MarcoRubio voted to slash school funding by billions of dollars and would eliminate the Department of Education.,1,0
13337.json,FALSE,14 percent of noncitizens are registered to vote.,0,0
9404.json,barely-true,Redskins is used historically as a term of respect.,0,0
1824.json,mostly-true,"Says that in three legislative sessions, his proposals opening pre-kindergarten to all Texas 4-year-olds never got heard or voted out of committee.",1,0
3411.json,half-true,Seven of the 10 school districts with the lowest graduation rate for African-American boys in the country are in Florida.,1,0
60.json,TRUE,"\u201CThirty-four percent of Hispanics don\u2019t have any health care at all, don\u2019t have any health insurance.\u201D",1,0
5666.json,mostly-true,"Says when New Jersey adopted guaranteed coverage and cost provisions without a mandate individual health insurance market rates doubled or tripled and enrollment dropped from 180,000 people to 80,000 people.",1,0
5166.json,half-true,Says PolitiFact has said he kept a campaign promise to toughen ethics rules.,1,0
11988.json,FALSE,Says Milwaukee County Executive Chris Abele is a billionaire.,0,0
9001.json,half-true,Florida high schools are four out of the top 10 in the entire United States.,1,0
12345.json,half-true,On supporting the eventual Republican presidential nominee,1,0
3377.json,FALSE,State employees will have to pay 100 percent of their pensions and health insurance after 2012.,0,0
10460.json,half-true,It used to be that the only children at school who werent vaccinated were those who had true medical conditions. Now there are 19 states that allow personal belief exemptions.,1,0
2124.json,half-true,The state bureaucracy Jane Norton managed grew by $43 million in just three years.,1,0
9244.json,barely-true,Says a pro-Democratic ad is false for saying that he allowed two disgraced staffers in 2012 to resign.,0,0
2758.json,TRUE,Members of Congress did not have three days to read the bill when the stimulus was rushed into law.,1,0
6322.json,pants-fire,"Says U.S. Rep. Sean Duffy is among seven Tea Party freshmen who spent an average of $15,000 on cars for themselves.",0,0
4849.json,FALSE,On advancing state money for a Formula One race,0,0
3339.json,mostly-true,The 2006 Massachusetts health care law has added (only) about 1 percent to our state budget.,1,0
4725.json,pants-fire,They talk about this problem with binding arbitration. It doesnt make a lot of sense to me to have somebody from Los Angeles fly into Zanesville and impose a wage settlement on you ... and then theyre on the plane back to Los Angeles.,0,0
8779.json,FALSE,"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.",0,0
6628.json,half-true,Says Mitt Romney has put forward a plan that would cut taxes for millionaires while raising them for the middle class.,1,0
4295.json,half-true,I started with a $3.7 billion budget deficit. Now we are projecting a $1.2 billion surplus.,1,0
3934.json,mostly-true,Says the states new collective bargaining law effectively eliminates police unions ability to negotiate.,1,0
8592.json,FALSE,On changing the rules for filibusters on presidential nominees,0,0
5240.json,half-true,"(Newt Gingrich) voted in favor of establishing the Department of Education, and yet he gets in a debate and says we should get rid of the Department of Education and send all the education issues back to the states.",1,0
9002.json,barely-true,"(Mary) Burke was a senior member of the Doyle administration that left Wisconsin with 130,000 fewer jobs.",0,0
11114.json,mostly-true,Our last budget committed the highest level of need-based financial aid in state history.,1,0
6538.json,mostly-true,Independent voters have a ten-point margin in favor of Mitt Romney right now.,1,0
12355.json,half-true,China is going to have twice the number of submarines we have in just over a decade.,1,0
9376.json,barely-true,Senate immigration legislation is the Obama-Reid plan to give illegal immigrants amnesty.,0,0
13281.json,half-true,In about three weeks over a half million Floridians are going to lose their coverage again through Obamacare.,1,0
6760.json,barely-true,"Says Romney tax plan could take away middle-class deductions for child care, mortgages and college tuition.",0,0
3703.json,mostly-true,Ive been through four campaigns and have not done any negative campaigning.,1,0
5633.json,half-true,Up to 80 percent of small businesses will be forced to give up their current plans due to new Obamacare regulations.,1,0
6790.json,barely-true,Tea Party Congressman Frank Guinta voted for billions in cuts to veterans programs.,0,0
12831.json,pants-fire,"Says Hillary Clinton wrote,I believe the primary role of the state is to teach, train and raise children. Parents have a secondary role.",0,0
13099.json,barely-true,"Since 1978, California has spent $5 billion to put 13 people to death.",0,0
12186.json,half-true,The economy always does better when theres a Democrat in the White House.,1,0
509.json,TRUE,"U.S. forces in Iraq and Afghanistan include a ""few thousand that are still green card holders who are not even citizens of this country.""",1,0
8237.json,half-true,On support for Ted Cruz,1,0
4275.json,TRUE,Obamacare was patterned after (Mitt Romneys) plan in Massachusetts.,1,0
3182.json,TRUE,Georgia has some of the best maintained roads in America.,1,0
3805.json,FALSE,The Paul Ryan budget proposal would leave the country without Medicare.,0,0
3106.json,FALSE,A national organization says Georgia has one of Americas toughest ethics laws.,0,0
3616.json,TRUE,Americas wealthiest 25 percent pay 86 percent of total income taxes. Wealthiest 5 percent pay 60 percent of total income taxes.,1,0
5058.json,half-true,We dont take a dime from D.C. lobbyists or special-interest PACs -- never have and never will.,1,0
13280.json,half-true,Sen. (Richard) Burr voted no on the Violence Against Women Act.,1,0
7634.json,TRUE,"Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.",1,0
7926.json,mostly-true,"In the past four years, (the U.S. Senate) has only passed nine out of 48 appropriation bills.",1,0
9320.json,FALSE,Human activity is not causing these dramatic changes to our climate.,0,0
2052.json,half-true,Most of the Bush tax cuts went to people in the top 3 percent of this country.,1,0
1252.json,barely-true,"About 750,000 people die in China each year from auto emissions.",0,0
11031.json,mostly-true,Florida has reduced its carbon emissions by 20 percent since 2005.,1,0
1819.json,pants-fire,"In three days last week, (Gov. Rick) Perry flew to five cities at taxpayers expense, holding press conferences, delivering $2,325,000 in checks.",0,0
10180.json,half-true,Says Scott Brown voted to reward companies to ship jobs overseas.,1,0
1224.json,mostly-true,The richest 1 percent have more financial wealth than the bottom 95 percent combined.,1,0
9993.json,pants-fire,Mary Landrieu voted to take away your gun rights.,0,0
10394.json,half-true,Says hesecured the highest possible bond rating for the city of Tampa.,1,0
6986.json,mostly-true,"Says Connie Macks Penny Plan would cut over $200 billion out of Medicare, over $1 trillion out of Social Security. ... $3 trillion out of defense.",1,0
3474.json,TRUE,Says a Lubbock terror suspects alleged plan to use baby dolls to conceal chemical explosives is similar to a 1995 plot to blow up 12 jumbo jets over the Pacific Ocean.,1,0
7275.json,mostly-true,"Says a recent study shows Florida students are second in the world in fourth grade reading, behind Singapore.",1,0
5319.json,FALSE,Says President Barack Obama has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.,0,0
4607.json,pants-fire,Appalachian Power Company is making record profits.,0,0
11497.json,half-true,"For the first time in 35 years, we have more businesses closing than starting.",1,0
415.json,pants-fire,"According to The Book of Revelations the anti-christ ... will be a man, in his 40s, of MUSLIM descent ... is it OBAMA??",0,0
3431.json,FALSE,The Texas Constitution still contains Jim Crow provisions about the poll tax and restrictions on women having the right to vote.,0,0
7355.json,mostly-true,"With the exception of slavery and the Chinese Exclusion Act, our laws have never barred persons from becoming citizens.",1,0
1863.json,TRUE,"If voters agree in November to approve a one-cent sales tax increase, that will give ""Hillsborough County the highest sales tax of all Florida counties.""",1,0
12002.json,half-true,Says Donald Trump has written 10 checks to Hillary Clinton and four of those checks were not to her Senate campaign. It was to her presidential campaign.,1,0
12893.json,FALSE,Says President Bill Clinton did not sign NAFTA.,0,0
5523.json,mostly-true,Says Gov. Scott Walker cut aid to local schools despite campaigning on trying to restore two-thirds state funding for education,1,0
7056.json,half-true,On support for U.S. Rep. Paul Ryans Medicare reform plan,1,0
12649.json,mostly-true,"For 21 countries in Sub-Saharan Africa, we simply do not have data to say anything about trends in poverty.",1,0
1182.json,FALSE,"Health reform will ""give every American the same opportunity"" to buy health insurance the way members of Congress do.",0,0
12715.json,mostly-true,"Donald Trump rooted for the housing crisis, because he knew he could make money off of it.",1,0
1070.json,pants-fire,The Free Flow of Information Act of 2009 would guarantee Barack Obama will never be held accountable for producing forged birth documents.,0,0
4740.json,FALSE,Wisconsin ranks 48th out of all 50 states in venture capital investment.,0,0
10095.json,barely-true,"The CDC is spending money on things like jazzercise, urban gardening and massage therapy that could be redirected to Ebola.",0,0
5229.json,half-true,"When I was fighting against cap and trade, the speaker was sitting down with Nancy Pelosi on a sofa encouraging it.",1,0
5277.json,mostly-true,Savannah is home to the fastest-growing port in the nation.,1,0
7741.json,TRUE,If you are a federally licensed gun dealer and your license is revoked because youve engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.,1,0
5107.json,mostly-true,"In the past year, Floridians, not government, created almost 135,000 new private sector jobs. We netted more than 120,000 total jobs in the first 11 months of 2011; the third most of any state in the nation.",1,0
5115.json,half-true,"Says that when Republicans held Congress and the presidency, they doubled the size of the (U.S.) Department of Education.",1,0
473.json,mostly-true,"My friend, we have increased the size of government by some 40 percent just in the last few years.",1,0
86.json,TRUE,"In New York, when she ran for reelection, she carried 58 of our 62 counties. George Bush had won 40 counties in New York just two years earlier.",1,0
9778.json,mostly-true,Wisconsin is 38th in the country in terms of proficiency standards in student testing.,1,0
3893.json,half-true,Says that Sarah Palin and Craig Huey would ban a womans right to choose in every case,1,0
8390.json,barely-true,"Six years after unionization, 20,000 fewer children in Illinois were being served by the Child Care and Development Fund program.",0,0
8915.json,half-true,A government report shows that alternatives to the Keystone XL pipeline are worse for the environment.,1,0
398.json,mostly-true,"John McCain and George W. Bush want to spend ""a trillion dollars in Iraq over the next 10 years.""",1,0
3372.json,half-true,"Says Justice Elena Kagan recused herself in many cases where she had little role as solicitor general, simply because of the appearance of a conflict of interest.",1,0
1274.json,half-true,Democrats rang up a $1.42 trillion budget deficit in 2009 the single largest in American history.,1,0
8426.json,FALSE,Common Core expects English teachers to spend at least half of their reading instructional time at every grade level on informational texts.,0,0
4802.json,FALSE,"If they made no changes whatsoever, the [state employees pension] plan still had enough money to go forward for approximately the next 16 years.",0,0
7627.json,FALSE,Says its an old wives story that Margaret Thatcher told George H.W. Bush not to go wobbly.,0,0
629.json,FALSE,"Oil companies ""haven't touched"" 68 million acres where they already have rights to drill.",0,0
4516.json,barely-true,Says President Barack Obama failed to stand up for the bipartisan debt solutions of the Simpson-Bowles Commission.,0,0
1914.json,FALSE,"Phoenix, Arizona, Im told, is now the No. 2 kidnapping capital in the world, right behind Mexico City.",0,0
2761.json,pants-fire,Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.,0,0
11355.json,TRUE,On the main GOP presidential debate:Not one candidate on the debate stage has military experience,1,0
242.json,half-true,"As governor, Mike Huckabee supported higher income taxes, sales taxes, gas taxes, grocery taxes, tobacco taxes, beer taxes, Internet taxes, nursing home bed taxes.",1,0
972.json,barely-true,"As a percentage of gross domestic product, we are reducing nondefense discretionary spending to its lowest level since the '60s, lower than it was under Reagan, lower than it was under Clinton, lower than it was under Bush, or both Bushes.",0,0
11306.json,mostly-true,Says Donald Trump supports the Wall Street bailout.,1,0
5744.json,TRUE,Georgia is one of three states that effectively have no regulations whatsoever on lobbyists giving to legislators.,1,0
8409.json,half-true,"Live cats have holes drilled into their skulls, posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans.",1,0
13421.json,FALSE,"Says Ron Johnson is benefiting from several super PACs, I am not.",0,0
4430.json,half-true,"One international flight a day in a wide-bodied jet ... one flight daily generates $150 million a year and approximately 2,300 jobs.",1,0
3189.json,FALSE,I didnt raise taxes once.,0,0
12127.json,half-true,"Mitt Romney did not endorse Ted Cruz, even though he said he is voting for Cruz and urged others to do likewise.",1,0
6202.json,FALSE,"Says the health care law rations care, like systems in Canada and Great Britain.",0,0
8741.json,barely-true,Oregon is spending $10 million advertising Obamacare with ads that dont even mention the program and how to enroll in it and that dont mention the word insurance.,0,0
4776.json,barely-true,"Says the Treasury Department says 41 percent of all business income reported on individual returns would be hit by the [millionaires] surtax that would harm small businessmen and women, the very people we are counting on to create new jobs.",0,0
6487.json,barely-true,"I led the fight to require the Coast Guard to buy their engines from us, not foreign companies.",0,0
1782.json,FALSE,"On Sandra Day O'Connor: ""I think one reason she was a good judge is she had no judicial experience"" before she joined the Supreme Court.",0,0
2663.json,pants-fire,Says PolitiFact says Amendment 4 will force counties and cities across Florida to raise taxes and fees.,0,0
8470.json,TRUE,"In Massachusetts, half of the primary care doctors are not accepting new patients.",1,0
431.json,half-true,"He took on special interests and won, passing the toughest ethics law yet.",1,0
10033.json,pants-fire,Says U.S. Rep. Steve Southerland voted himself health care for life.,0,0
8225.json,FALSE,A proposed San Antonio ordinance will allow men into womens restrooms in the city.,0,0
8831.json,FALSE,John Cornyn backed his pal David Dewhurst for the U.S. Senate over Ted Cruz.,0,0
9694.json,barely-true,"Since 1999, 440 people have been killed in attacks on church property in the United States.",0,0
10946.json,FALSE,Says Scott Walker runs a state government that bans employees from talking about climate change.,0,0
429.json,TRUE,"As a state senator, he (Obama) even refused to support a measure to stop sex businesses from opening near schools or places of worship!",1,0
2225.json,FALSE,We could cut unemployment in half simply by reclaiming the jobs taken by illegal workers.,0,0
10731.json,TRUE,"We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.",1,0
2238.json,TRUE,The unemployment rate for folks whove never gone to college is almost double what it is for those who have.,1,0
12271.json,mostly-true,"Under the federal Controlled Substance Act, marijuana is listed in the same Schedule I as heroin, even though marijuana is not a killer drug like heroin.",1,0
8439.json,FALSE,"As a result of Obamacare, we are becoming something of a part-time employment country.",0,0
8772.json,pants-fire,"Oregon Rep. Tina Kotek, D-Portland, has never held a job nor run a business",0,0
11383.json,half-true,Its estimated we leave somewhere north of $350 billion a year - thats billion - a year on the table uncollected because IRS doesnt have the resources.,1,0
461.json,mostly-true,"The Rev. Wright compared ""the United States Marine Corps with Roman legionnaires who were responsible for the death of our Savior.""",1,0
12280.json,half-true,Says Nevada state Sen. Michael Roberson forced Common Core for Nevada schools.,1,0
7092.json,mostly-true,"In 2011, our state-run lottery funded New Jersey classrooms by over $930 million.",1,0
8904.json,barely-true,"Social Security was advocated in the 1930s as a way of getting people to quit working, because they thought we were confined to a permanent scarcity of jobs in this country.",0,0
550.json,barely-true,I didn't say it doesn't really matter whether Gore or Bush is president.,0,0
11974.json,mostly-true,"There isnt a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas.",1,0
1937.json,TRUE,"Langevin votes the party line about 98 percent of the time.""",1,0
10339.json,mostly-true,"Says that in 2008, President Barack Obama said normalization with Cuba would first require liberation of all political prisoners and some basic steps toward freedom, including freedom of the press, political parties, labor unions.",1,0
7687.json,mostly-true,The United States currently has the highest corporate tax rate in the world.,1,0
13082.json,pants-fire,I finished the controversyabout wherePresident Barack Obama was born.,0,0
4018.json,FALSE,"There is no $30 million pot of money for redistricting issues, including defending redistricting lawsuits. Your tax dollars are not being spent on anything like that.",0,0
10322.json,barely-true,"Georgia has had 12 school shootings in the two years since the mass killing at Sandy Hook Elementary School, more than any other state.",0,0
11699.json,TRUE,"If you are going to kill the families of terrorists, realize that theres something called the Geneva Convention were going to have to pull out of.",1,0
10003.json,barely-true,David Perdue opposes laws that provide equal pay protections for women.,0,0
8694.json,half-true,"A quarter of our workers make $18,000 per year.",1,0
11270.json,mostly-true,"Twenty-three million Americans suffer from addiction, but only 1 in 10 get treatment.",1,0
1553.json,mostly-true,"Reconciliation was used ""for tax cuts for the rich twice under Bush.""",1,0
10847.json,barely-true,"We had an agreement that the president could have signed that would have kept 10,000 troops in Iraq.",0,0
8693.json,FALSE,We dont show people playing these games. We dont show them winning playing the video lottery games.,0,0
6530.json,mostly-true,Weve got the highest corporate tax rate in the world.,1,0
3880.json,FALSE,"The states tax burden has, according to census figures released today, cost our state another 190,000 residents in 2009.",0,0
8927.json,barely-true,Nonpartisan government analysts say Obamacare will cost our economy up to 2.5 million jobs.,0,0
469.json,mostly-true,"A gas tax holiday ""would at best provide 30 cents a day for three months for a grand total of $28.""",1,0
4117.json,mostly-true,Says recent polls show Americans agree with Republicans that the federal debt ceiling should not be raised and the debt and deficit should be dealt with mostly by cutting spending.,1,0
5611.json,TRUE,New business startups are at the lowest levels in 30 years.,1,0
10661.json,mostly-true,"Florida is one of the few states that has actually had a narrowing of the achievement gap based on income, or based on race or ethnicity.",1,0
8219.json,barely-true,Says Ken Cuccinelli supported a law that could allow people to carry missile launchers into airports.,0,0
5873.json,TRUE,Says that U.S. Sen. Marco Rubio says troops are leaving Iraq too fast.,1,0
9087.json,mostly-true,Medicare has spent $172 million on penis pumps in the last five years at $360 a pop.,1,0
12900.json,barely-true,"Ted Strickland stands in lockstep with Hillary Clinton and the abortion lobby in their desire to force Americans to pay for abortion on demand, up until the moment of birth, with their taxpayer dollars.",0,0
6552.json,TRUE,Says the top 20 percent of income earners pay nearly 70 percent of all federal taxes.,1,0
8056.json,mostly-true,Most of the U.S. Senate is comprised of multimillionaires.,1,0
9766.json,pants-fire,Far more children died last year drowning in their bathtubs than were killed accidentally by guns.,0,0
5520.json,TRUE,"In the last two years, super PACs raised more than $180 million -- with roughly half of it coming from fewer than 200 super-rich people and roughly 20 percent from corporations.",1,0
3835.json,pants-fire,House Republicans required the use of Styrofoam cups in House cafeterias that are part of Koch Industries.,0,0
9871.json,FALSE,"ISIS is right now crucifying Christians in Iraq, literally nailing Christians to trees.",0,0
7495.json,half-true,"Research found that over the course of the existence of the Brady Bill ban, the use of assault weapons in crimes decreased by two thirds.",1,0
1979.json,mostly-true,I have a record on the environment of creating green energy ... taking trash and turning it into cash.,1,0
10786.json,half-true,"Tyler Perrys plan to turn a majority of the former Fort McPherson into a film and television studio is expected to add over 8,000 new jobs to Atlanta.",1,0
13003.json,TRUE,The Dallas Cowboys cant put a sticker on their helmets for the 5 police officers who were killed.,1,0
12253.json,barely-true,Richmond teachers have not gotten a raise for almost 10 years.,0,0
7635.json,half-true,"When the NECAP proficiency test is re-given to the kids the second and third time, harder questions are taken out.",1,0
5831.json,TRUE,The fastest-rising expense in the U.S. Defense Department is health care.,1,0
3376.json,mostly-true,"Wisconsin state and local government workers pay $500, $600 or in some cases, $1,000 per year in union dues.",1,0
9217.json,mostly-true,"When you get a commercial pilots license, you learn to communicate in English no matter where you are in the world.",1,0
10181.json,barely-true,"25,000 businesses have been created since (Scott) Walker took office.",0,0
11826.json,TRUE,Texas is growing twice as fast as the rest of the country.,1,0
1403.json,FALSE,On the importance of an independent voting record,0,0
10882.json,TRUE,A 50-50 public-private split for paying for a new Milwaukee Bucks arena would be much better -- in terms of the portion of the public financing -- than most of the other arena projects done around the country.,1,0
